#gs	avg_shap	gid	gs2
ATXN1L	0.0021029538996898264	342371	ATXN1L
DKK4	0.002293104738303849	27121	DKK4
BTBD9	0.006748271547988035	114781	BTBD9
FBP2	0.0008820487796810095	8789	FBP2
GTF2F1	0.0015282847287913192	2962	GTF2F1
COX6B2	0.0026391397898291456	125965	COX6B2
ABHD2	0.002273587427706428	11057	ABHD2
IGFL4	0.002745276493165534	444882	IGFL4
MESP2	0.0013134079355268228	145873	MESP2
TREX1	0.005479791747264501	11277	TREX1
EXOG	0.0020128249885414625	9941	EXOG
NEURL1	0.004824881455370922	9148	NEURL1
RBBP6	0.0010716599622613535	5930	RBBP6
NVL	0.0024168185947829224	4931	NVL
NDUFS2	0.0030399469401042956	4720	NDUFS2
RHOV	0.004131176520905769	171177	RHOV
LPAR2	0.0015091317392438412	9170	LPAR2
PADI3	0.0031913848985813337	51702	PADI3
PAGE2B	0.0038647094543269966	389860	PAGE2B
SMARCC1	0.004546932640025721	6599	SMARCC1
TLK2	0.002879297631375782	11011	TLK2
PLEKHM3	0.0017796410288841683	389072	PLEKHM3
FAM3A	0.003034646602847517	60343	FAM3A
PP2D1	0.00024478235746197764	151649	PP2D1
H3-5	0.0025678386409060984	440093	H3-5
ATE1	0.0020779363413250384	11101	ATE1
FAM167B	0.0031565253506938063	84734	FAM167B
SPRR2F	0.0004298608995416429	6705	SPRR2F
OR2J1	8.747774957143397e-06	442185	OR2J1
GRN	0.007499867285457714	2896	GRN
GRK3	0.011557267390476899	157	GRK3
MTFR2	0.007625438190531686	113115	MTFR2
SLC9A7	0.0031186054447824435	84679	SLC9A7
PLIN2	0.04101463079718371	123	PLIN2
RBM46	0.0005959771846369458	166863	RBM46
PRPS1L1	0.00011923253505348057	221823	PRPS1L1
BOLL	0.00034082010880631973	66037	BOLL
NKIRAS2	0.0021020818862944658	28511	NKIRAS2
C16orf86	0.004742353290739633	388284	C16orf86
PDF	0.0018341006512581778	64146	PDF
PPM1N	0.00687370907553766	147699	PPM1N
SERTM2	0.0006082894137824927	401613	SERTM2
TRAPPC10	0.0013936757948856229	7109	TRAPPC10
WDHD1	0.009614615377200531	11169	WDHD1
HRG	0.002528291553128383	3273	HRG
NBR1	0.0057796696203073015	4077	NBR1
TMEM256	0.0026163180564649	254863	TMEM256
GALK2	0.002962941762558413	2585	GALK2
ZFYVE27	0.003496278405489345	118813	ZFYVE27
EFHB	0.006994893709140457	151651	EFHB
MAP7D3	0.007045933407625147	79649	MAP7D3
LRRD1	0.00021919013017536132	401387	LRRD1
ENPP2	0.018173440881434938	5168	ENPP2
PDC	0.0019483114988518558	5132	PDC
USP17L4	5.5778449113797753e-05	645402	USP17L4
SUSD6	0.003998610007356159	9766	SUSD6
PPP1R42	0.0007967588049766363	286187	PPP1R42
SULT1A1	0.004786513613338776	6817	SULT1A1
SIPA1	0.0076921925905823725	6494	SIPA1
KLHDC3	0.004289562276776538	116138	KLHDC3
RNASE10	0.003132267504193771	338879	RNASE10
FCAR	0.0007310960337148391	2204	FCAR
PPP2R3A	0.00895685682554284	5523	PPP2R3A
PCYOX1L	0.026338627159577317	78991	PCYOX1L
GDF15	0.009063472053446299	9518	GDF15
GFER	0.0014226507695834422	2671	GFER
CLEC4G	0.00015373031851448628	339390	CLEC4G
H1-2	0.006325790327348115	3006	H1-2
RNF112	0.006209885924174313	7732	RNF112
TPK1	0.003810879333076338	27010	TPK1
TGOLN2	0.003545062083478928	10618	TGOLN2
SGO2	0.005460885913841764	151246	SGO2
FOXJ3	0.003628982519868273	22887	FOXJ3
FZR1	0.005913437157212169	51343	FZR1
SPDYE2B	0.0007299800353688058	100310812	SPDYE2B
KLF8	0.0067450218235624755	11279	KLF8
OIP5	0.003141272706196417	11339	OIP5
PCSK1	0.005720804706655379	5122	PCSK1
RILPL1	0.0070370186635061345	353116	RILPL1
OGA	0.002708078552970738	10724	OGA
FAM220A	0.0032883468484274057	84792	FAM220A
TRIM28	0.003196254448776309	10155	TRIM28
TMEM258	0.003061142214174454	746	TMEM258
VMAC	0.005574140864536526	400673	VMAC
THOC5	0.0035638352302894806	8563	THOC5
DNAJC5	0.0020002314235175156	80331	DNAJC5
TCTN1	0.0032101196921434276	79600	TCTN1
CAPNS2	0.0018654215521451325	84290	CAPNS2
FAM24B	0.00847353107288373	196792	FAM24B
AP1S2	0.009220065107044312	8905	AP1S2
KCNMA1	0.014714864821242122	3778	KCNMA1
KCMF1	0.0011939882111175824	56888	KCMF1
TTLL4	0.002560046974797606	9654	TTLL4
UTP23	0.005620186567117174	84294	UTP23
GLUD2	0.004647028371771708	2747	GLUD2
IFNA6	6.495850572541169e-05	3443	IFNA6
JAKMIP3	0.0028156243679549812	282973	JAKMIP3
H1-7	0.00017271405019658812	341567	H1-7
GCH1	0.0058234762330944545	2643	GCH1
WBP2NL	0.004162125201005613	164684	WBP2NL
CAND2	0.008042181588415784	23066	CAND2
GIPR	0.006930845116839414	2696	GIPR
CTPS1	0.0038361397788344016	1503	CTPS1
TMA16	0.007594209843296301	55319	TMA16
HYPK	0.00697424424583503	25764	HYPK
CPA2	0.0026376817466111564	1358	CPA2
CEP112	0.0073235819173536965	201134	CEP112
MDFIC2	0.000309691712148358	107986096	MDFIC2
SIRT1	0.005221397014892523	23411	SIRT1
SESN1	0.014575533722742553	27244	SESN1
MAS1	0.00017405300748275242	4142	MAS1
ZNF135	0.004724643220385548	7694	ZNF135
SULT1C3	0.0010980666031672954	442038	SULT1C3
CT47A7	1.2755583299459173e-05	653282	CT47A7
NDUFB2	0.004699340220774227	4708	NDUFB2
PLEKHA3	0.00135241783999173	65977	PLEKHA3
TSLP	0.001962390229192657	85480	TSLP
SETD9	0.002541301646510709	133383	SETD9
BMP8B	0.006741551820284336	656	BMP8B
FANCC	0.0053243205515677815	2176	FANCC
MAFF	0.008650640718981762	23764	MAFF
UBB	0.0027955850730694916	7314	UBB
ZFP62	0.004214954812452521	643836	ZFP62
DNAJC17	0.004544122411139774	55192	DNAJC17
MEIOC	0.003702575859010394	284071	MEIOC
CXorf66	2.5118520473043715e-05	347487	CXorf66
POLR1H	0.0038046818155755622	30834	POLR1H
PGM3	0.003774421251076415	5238	PGM3
SHB	0.008535887807988793	6461	SHB
MIDN	0.008381833281873138	90007	MIDN
CABP5	0.00027972357057618244	56344	CABP5
ADH1A	0.0004433851192657687	124	ADH1A
ZNF655	0.0063932074409874685	79027	ZNF655
LDHD	0.010910415427311445	197257	LDHD
GADD45B	0.010684182843856138	4616	GADD45B
HDGFL1	0.000249344454586936	154150	HDGFL1
TMCO2	0.00011434203004261817	127391	TMCO2
FAIM	0.005841520617800367	55179	FAIM
CNDP1	0.0017060119387923365	84735	CNDP1
ECSCR	0.0072972699339111146	641700	ECSCR
AK6	0.0036590734953821603	102157402	AK6
MORN2	0.005046195515716617	729967	MORN2
STXBP4	0.005253928138041514	252983	STXBP4
PCDHB10	0.0073882734284692365	56126	PCDHB10
DLG5	0.006159644191877194	9231	DLG5
CPXCR1	0.00014881459867805078	53336	CPXCR1
SGK3	0.0033701619172231646	23678	SGK3
INSM2	0.001624172991621142	84684	INSM2
OR2A5	3.792769153047166e-05	393046	OR2A5
GAL3ST3	0.0018104757208665034	89792	GAL3ST3
CHRDL2	0.0030103230372279543	25884	CHRDL2
ZFY	0.004839770241192832	7544	ZFY
BUD13	0.0015169552997093346	84811	BUD13
SLFN13	0.014564080407291312	146857	SLFN13
RPL36A-HNRNPH2	0.003200652911987685	100529097	RPL36A-HNRNPH2
CCDC71	0.0013246639087985642	64925	CCDC71
WDR33	0.0009348527293315131	55339	WDR33
PABPC3	0.0011492527726927318	5042	PABPC3
PIERCE2	0.0022285263538373637	145788	PIERCE2
MTFP1	0.00530182779985677	51537	MTFP1
UNC13C	0.0026763967179141467	440279	UNC13C
TXNRD3	0.0039029548846528845	114112	TXNRD3
TAB3	0.0019379247433401472	257397	TAB3
MN1	0.007484455180939828	4330	MN1
ASB9	0.018955188448566772	140462	ASB9
PRDX1	0.0014131619604854575	5052	PRDX1
KLC1	0.004171402290296482	3831	KLC1
PLAC8	0.005901566495822506	51316	PLAC8
SMTNL2	0.0035525533653951243	342527	SMTNL2
B3GNT5	0.017597106443871805	84002	B3GNT5
TMPRSS13	0.007842083743148072	84000	TMPRSS13
UBLCP1	0.010592333711699315	134510	UBLCP1
SLC44A5	0.006603133927840332	204962	SLC44A5
NPM3	0.010733978260106967	10360	NPM3
P4HA3	0.01366082079806852	283208	P4HA3
TOMM40	0.0079524525104503	10452	TOMM40
GSX1	0.0001298831431067319	219409	GSX1
AMPD3	0.00398492341738855	272	AMPD3
MYL9	0.02052920450047721	10398	MYL9
KCND2	0.006138380154024083	3751	KCND2
ROMO1	0.003453200162440779	140823	ROMO1
DLG1	0.0033275249036314215	1739	DLG1
BCL2L11	0.019565336624783325	10018	BCL2L11
TFDP1	0.009297822878703774	7027	TFDP1
MTFR1L	0.00680999898229599	56181	MTFR1L
BEST2	0.0004245901505484176	54831	BEST2
SPTBN5	0.002278825590389102	51332	SPTBN5
LMO2	0.011408962331998332	4005	LMO2
CACNA1D	0.006889881115006786	776	CACNA1D
NEXN	0.017608101357335194	91624	NEXN
GPR25	0.0007398558943409759	2848	GPR25
LCE4A	7.372132551342642e-05	199834	LCE4A
SGCE	0.011798490603553403	8910	SGCE
NOS1	0.00440808952647776	4842	NOS1
B3GALT6	0.0026412142612134495	126792	B3GALT6
POTEM	0.0011703034274333601	641455	POTEM
ZNF784	0.0011693500369814257	147808	ZNF784
KRT20	0.004398867186184366	54474	KRT20
WHRN	0.004429215170916192	25861	WHRN
INTS3	0.0025327627802617836	65123	INTS3
H2BW1	0.00018004737306768253	158983	H2BW1
CENPU	0.0020659389618607154	79682	CENPU
TMEM38A	0.004507133361347329	79041	TMEM38A
ADRA2A	0.00399997855956132	150	ADRA2A
SHROOM1	0.002965762711177491	134549	SHROOM1
STXBP2	0.004563236394709467	6813	STXBP2
OR52L1	4.315427228186442e-05	338751	OR52L1
GOLGA8Q	0.0006661451459289616	727909	GOLGA8Q
RDH12	0.001773957913351526	145226	RDH12
PCDHA8	0.0006309358126820605	56140	PCDHA8
FYB1	0.0036554219684196785	2533	FYB1
NME7	0.0044753708783626805	29922	NME7
ANKRD53	0.0010184237089179177	79998	ANKRD53
PIP4K2A	0.004989257436832362	5305	PIP4K2A
SERPINA6	0.005573676010605413	866	SERPINA6
TUBGCP3	0.003098314865220823	10426	TUBGCP3
NTRK1	0.004279834905348165	4914	NTRK1
SMIM34	0.001295833260786989	388820	SMIM34
NGFR	0.016349318000575243	4804	NGFR
SORBS1	0.01212665815151355	10580	SORBS1
BACH2	0.010603468845262802	60468	BACH2
UBE2O	0.002673320887585105	63893	UBE2O
KCNQ1	0.005379035566310976	3784	KCNQ1
OLIG2	0.0051165397995393425	10215	OLIG2
TMEM45B	0.06518194538122715	120224	TMEM45B
SF3B2	0.0007828334051772392	10992	SF3B2
LRRN4	0.007022710382457917	164312	LRRN4
CHD7	0.005162653729246149	55636	CHD7
ZFTA	0.008305089398683164	65998	ZFTA
KCNK13	0.009976908563540141	56659	KCNK13
CD40	0.07870611409497845	958	CD40
PHC2	0.02820105790366198	1912	PHC2
PSCA	0.00536456249320986	8000	PSCA
EEF2	0.04070672037335261	1938	EEF2
MLF2	0.015344253631815909	8079	MLF2
RIMS1	0.009203727147690502	22999	RIMS1
TARDBP	0.00469000299352932	23435	TARDBP
USP12	0.005443472227211266	219333	USP12
TSPY2	0.0033212285492538332	64591	TSPY2
NT5C1B-RDH14	5.771330148433933e-05	100526794	NT5C1B-RDH14
AFAP1L2	0.033799328149001814	84632	AFAP1L2
ZSWIM2	0.0015727952050909153	151112	ZSWIM2
TUT7	0.013135680532145604	79670	TUT7
SNORC	0.010164519507256489	389084	SNORC
ZCRB1	0.007722652879284033	85437	ZCRB1
PUS10	0.00861678294320541	150962	PUS10
B3GALT2	0.007787106785106024	8707	B3GALT2
RIT1	0.012456456676523031	6016	RIT1
DNAJC21	0.011271316908627918	134218	DNAJC21
TOP3B	0.01757409567817069	8940	TOP3B
HAPLN2	0.004510381165577456	60484	HAPLN2
CAMK2N1	0.019014947139339527	55450	CAMK2N1
UBE2E1	0.012673967169292593	7324	UBE2E1
ESRP1	0.08047247852606831	54845	ESRP1
OR2B3	0.0001247542930968897	442184	OR2B3
CBLC	0.0510164499259537	23624	CBLC
CDC14C	0.000462130009100849	168448	CDC14C
MGAM2	0.018668589823265712	93432	MGAM2
FAM156A	0.014010613755804577	29057	FAM156A
PYGO2	0.022852870020454448	90780	PYGO2
CLPSL1	0.003743678404409182	340204	CLPSL1
NRL	0.010943817852283034	4901	NRL
SLC33A1	0.013975565284569806	9197	SLC33A1
KCNE1	0.01714805704927369	3753	KCNE1
CHRNA9	0.016482848407417306	55584	CHRNA9
RAB15	0.030938127115756667	376267	RAB15
MBIP	0.012153261582773989	51562	MBIP
ARHGEF5	0.019991859862052125	7984	ARHGEF5
RBFOX1	0.015949762513362893	54715	RBFOX1
IFT46	0.03698327578288669	56912	IFT46
MCM3AP	0.0071161933947262845	8888	MCM3AP
AQP5	0.006106831021128191	362	AQP5
HLA-DOB	0.029025728605051124	3112	HLA-DOB
NIBAN3	0.024091406604301722	199786	NIBAN3
FAM136A	0.014575627680249762	84908	FAM136A
MACO1	0.00806197800191079	55219	MACO1
ARHGAP1	0.008579987779566972	392	ARHGAP1
FCRL2	0.005584555910382128	79368	FCRL2
INTS12	0.011245868665394263	57117	INTS12
PHOSPHO1	0.019184427247371946	162466	PHOSPHO1
ING4	0.009502524560050242	51147	ING4
TCP11	0.002222893420071441	6954	TCP11
DHX30	0.01924582857303305	22907	DHX30
ADAM28	0.024809751410216078	10863	ADAM28
TRABD	0.00715243326983862	80305	TRABD
SUSD1	0.008506204672793031	64420	SUSD1
MTMR14	0.003105036203988259	64419	MTMR14
ATOH7	0.004260069719317703	220202	ATOH7
GOLGA8G	0.0009021015747204152	283768	GOLGA8G
HAUS1	0.017840559299288385	115106	HAUS1
COQ10A	0.00969550370027415	93058	COQ10A
KLRF1	0.0017460007844043498	51348	KLRF1
HSD17B12	0.01075347428943671	51144	HSD17B12
MX2	0.04091426995583958	4600	MX2
NPIPB15	0.051020167259252576	440348	NPIPB15
DPY19L4	0.026105948159995736	286148	DPY19L4
DCAF6	0.017493484004359895	55827	DCAF6
OR51L1	0.0002791548376061422	119682	OR51L1
ARID1A	0.031093932136391056	8289	ARID1A
ETF1	0.0323342405905147	2107	ETF1
HAT1	0.015374786429005157	8520	HAT1
CBLN2	0.0357096134199227	147381	CBLN2
ND5	0.046094692436430995	4540	MT-ND5
TRIM5	0.06793355605141176	85363	TRIM5
PGP	0.0019193497206234015	283871	PGP
FOXN4	0.0008677035757121365	121643	FOXN4
CDH2	0.0039345245218677695	1000	CDH2
NYNRIN	0.0034730471890742644	57523	NYNRIN
TIMM8B	0.0013859961178280904	26521	TIMM8B
CORO7-PAM16	0.0008720677222824546	100529144	CORO7-PAM16
C16orf54	0.001847961376408302	283897	C16orf54
ZNF625	0.003433779073625278	90589	ZNF625
TAGLN2	0.0021827435565618383	8407	TAGLN2
RAB11FIP4	0.010633725447678332	84440	RAB11FIP4
RGS6	0.0009374867697662575	9628	RGS6
SLC11A1	0.0005062892702372699	6556	SLC11A1
CLDN15	0.0009310979926463815	24146	CLDN15
RGSL1	9.107546610885482e-05	353299	RGSL1
NEK3	0.0034405953671865423	4752	NEK3
FSHR	0.00010764504799719302	2492	FSHR
GLRX	0.0039639010242533985	2745	GLRX
RECK	0.0016134927391868868	8434	RECK
QRFPR	0.000930517677629099	84109	QRFPR
TFAP4	0.0025232927179878297	7023	TFAP4
TBC1D17	0.00367515654097831	79735	TBC1D17
MACROD1	0.0046078346228346275	28992	MACROD1
COL27A1	0.003176040785149222	85301	COL27A1
MEF2C	0.008492153718557407	4208	MEF2C
PRPF4	0.002093175269066	9128	PRPF4
DOCK2	0.01442748008249494	1794	DOCK2
STX6	0.002833059240520764	10228	STX6
ZNF41	0.0012619475999035561	7592	ZNF41
CFAP144	0.0033475452904876326	440585	CFAP144
E2F3	0.007438077012191763	1871	E2F3
CX3CL1	0.006732958543125926	6376	CX3CL1
H4C8	0.006183350961401211	8365	H4C8
SPRING1	0.0015627928187886531	79794	SPRING1
PDXDC1	0.003093278870452601	23042	PDXDC1
GTF2A1L	0.001129712106847	11036	GTF2A1L
CRYAA	0.0006447423525126628	1409	CRYAA
KRT18	0.024670662879163818	3875	KRT18
ZNF343	0.0020381673054571197	79175	ZNF343
CNBD2	0.0034940701106088556	140894	CNBD2
MKRN1	0.006260507654346943	23608	MKRN1
KCNAB3	0.006887682081131168	9196	KCNAB3
EBLN1	0.0004670466963708557	340900	EBLN1
LRRC74B	0.0003768565353457983	400891	LRRC74B
MRPL40	0.0010865679947771384	64976	MRPL40
MAZ	0.006196106711287006	4150	MAZ
ZNF484	0.006594533084651601	83744	ZNF484
TCEAL9	0.00939623753157279	51186	TCEAL9
SPOCD1	0.007424645121884545	90853	SPOCD1
KATNAL1	0.013585701880985984	84056	KATNAL1
UPK3A	0.0025981879406146604	7380	UPK3A
RNF2	0.003218980310939361	6045	RNF2
METRNL	0.004052726941940847	284207	METRNL
UTP3	0.001513404602212469	57050	UTP3
YIF1B	0.0019530220352400737	90522	YIF1B
MYO1C	0.0056921694590279315	4641	MYO1C
NTPCR	0.0035510375049584175	84284	NTPCR
CCDC181	0.0024407744217409765	57821	CCDC181
FAM210A	0.001718054877668827	125228	FAM210A
ERCC6L2	0.002789063417139507	375748	ERCC6L2
SCN3B	0.003489678506105127	55800	SCN3B
OSBP2	0.0037544908236043914	23762	OSBP2
CLDN18	0.0002696790182512374	51208	CLDN18
CRIPTO	0.001468754361322925	6997	CRIPTO
PLOD1	0.000990776978295626	5351	PLOD1
ABRAXAS2	0.002606933254925138	23172	ABRAXAS2
C13orf42	0.00021154089140909733	647166	C13orf42
ZNF596	0.0009983529027989633	169270	ZNF596
SLC2A4RG	0.004681378342728667	56731	SLC2A4RG
C8orf74	9.055625376193356e-05	203076	C8orf74
MRPL32	0.0014480909286607325	64983	MRPL32
MRGPRX3	0.001083165447399661	117195	MRGPRX3
FAM83B	0.0015758188240311542	222584	FAM83B
ILF3	0.0030198316314569984	3609	ILF3
IFTAP	0.004109017453549898	119710	IFTAP
CMTM2	0.0018473150796137867	146225	CMTM2
GRK1	0.0009152818328568074	6011	GRK1
CLUL1	0.0048800742135144855	27098	CLUL1
AASS	0.0054806038506814295	10157	AASS
PDCD7	0.0006017433304771519	10081	PDCD7
CMA1	0.00061673441930074	1215	CMA1
EMC3	0.0051157732348683	55831	EMC3
PSEN2	0.003311339498204077	5664	PSEN2
POMZP3	0.0021979002270914416	22932	POMZP3
TGFBR2	0.004271865954513081	7048	TGFBR2
MUC13	0.0063114825593984765	56667	MUC13
FAM217B	0.004269097242544306	63939	FAM217B
CEP43	0.003609617369138235	11116	CEP43
TMEM275	5.72356798176602e-06	105378696	TMEM275
SSBP1	0.002633696880879492	6742	SSBP1
MT4	0.001243617095037049	84560	MT4
KLHL26	0.0029917382936250707	55295	KLHL26
SNRPD1	0.002709194200186243	6632	SNRPD1
NXPH3	0.0011167879988452493	11248	NXPH3
ELAVL2	0.007587474941910115	1993	ELAVL2
LHFPL6	0.006812361584863428	10186	LHFPL6
PIWIL2	0.002397831386417792	55124	PIWIL2
ZNF821	0.003040141422559361	55565	ZNF821
LRRC14	0.002840756262931321	9684	LRRC14
UBXN6	0.0028438553884754113	80700	UBXN6
FGFR2	0.01486900726588217	2263	FGFR2
SLC10A6	0.0009551329962043966	345274	SLC10A6
CCT7	0.0056222678130480866	10574	CCT7
COMMD8	0.0015454348665513127	54951	COMMD8
BBS12	0.0028170317641551972	166379	BBS12
PNOC	0.0073427301019305	5368	PNOC
IQCF1	0.0003070044154905369	132141	IQCF1
XAGE2	0.002746331261445304	9502	XAGE2
FAM89A	0.00266144489135768	375061	FAM89A
TAAR8	0.00013577733096782832	83551	TAAR8
OOSP4B	0.00016166016671508818	107987155	OOSP4B
EXT2	0.0021434367656469225	2132	EXT2
SERBP1	0.002089979116972229	26135	SERBP1
LDHC	0.0013987584367237014	3948	LDHC
LYL1	0.0020340847414933995	4066	LYL1
STC1	0.005724979207527075	6781	STC1
TNFAIP8L2	0.0019835557270309373	79626	TNFAIP8L2
ADRA2C	0.00712779530268623	152	ADRA2C
VARS2	0.002302403419023455	57176	VARS2
NPFFR2	0.0018225690654869434	10886	NPFFR2
NOTCH2NLC	0.008261986887933883	100996717	NOTCH2NLC
LENEP	0.0002981077346687401	55891	LENEP
C1QL3	0.00041797776455094744	389941	C1QL3
KRTAP10-3	3.277600021540021e-05	386682	KRTAP10-3
REV1	0.001163610039647236	51455	REV1
FMO3	0.0014306814131078498	2328	FMO3
PPP1R3F	0.0014092262791169778	89801	PPP1R3F
GFRA2	0.0016981777718846818	2675	GFRA2
ANXA6	0.00587778378772307	309	ANXA6
POP4	0.0005205999787261152	10775	POP4
EFL1	0.0029498841911297508	79631	EFL1
TET1	0.003915044080468835	80312	TET1
CAPN10	0.0003850315448217599	11132	CAPN10
GJC2	0.0008543338858214852	57165	GJC2
C2CD2	0.0006379963538637487	25966	C2CD2
SPPL2B	0.0009002447344455924	56928	SPPL2B
PSME1	0.003742081117787963	5720	PSME1
RRAGA	0.004539188736490406	10670	RRAGA
PPID	0.002715097317319145	5481	PPID
MCIDAS	0.0006577027245788139	345643	MCIDAS
RPS6	0.0065609845398648895	6194	RPS6
SIGLEC15	0.004760899762549796	284266	SIGLEC15
FAM237A	0.0003264827367529038	200726	FAM237A
SDC1	0.004370864095877189	6382	SDC1
ZNF146	0.0015030515589505974	7705	ZNF146
PANX2	0.0025565400335355697	56666	PANX2
CAGE1	0.0004158627418279449	285782	CAGE1
NOC2L	0.0035119017612346465	26155	NOC2L
GSG1	0.0008915611603732062	83445	GSG1
OR4C6	0.0005633064167098287	219432	OR4C6
OAS1	0.010086757478675856	4938	OAS1
AAGAB	0.0007576931163854674	79719	AAGAB
PRKCQ	0.002032860041584738	5588	PRKCQ
NUDT2	0.0009404999469836206	318	NUDT2
RIPPLY3	0.0016545460123588399	53820	RIPPLY3
TEX48	0.0003454381820424526	100505478	TEX48
EIF4G3	0.0019720032077812336	8672	EIF4G3
SLC4A1	0.00028162147586425736	6521	SLC4A1
HSDL1	0.00052341057248106	83693	HSDL1
HTR2C	0.0005648918455613554	3358	HTR2C
KCTD11	0.003127364113661101	147040	KCTD11
CPOX	0.0016010819631303054	1371	CPOX
DCAF4L1	0.0003325923064073777	285429	DCAF4L1
RNF7	0.0006720742439648146	9616	RNF7
ANKRD63	0.0006554042977455599	100131244	ANKRD63
SAMD4B	0.0013244581885505345	55095	SAMD4B
UPP1	0.006387960101463161	7378	UPP1
ZNF461	0.0014343861768661892	92283	ZNF461
SLK	0.000876226547595378	9748	SLK
ATG4C	0.0013027613867259953	84938	ATG4C
SEPTIN14	0.0003208860976587939	346288	SEPTIN14
CLDN20	0.0013580794704253854	49861	CLDN20
PRKAG1	0.0038857849217911397	5571	PRKAG1
MED12	0.0020973639869599436	9968	MED12
ATP1A4	0.00041728184184192384	480	ATP1A4
KIF25	0.001538201994235687	3834	KIF25
KDM8	0.0038741262475277287	79831	KDM8
DZIP1	0.005652549125540656	22873	DZIP1
CD300A	0.0016650083188282168	11314	CD300A
MCAM	0.016743786465622412	4162	MCAM
SH2D1A	0.0026303409391523836	4068	SH2D1A
MSANTD1	0.0002774200958637135	345222	MSANTD1
ATP5MGL	0.00017112662628325284	267020	ATP5MGL
LENG9	0.0012418976433555746	94059	LENG9
RPLP2	0.0011926634327130538	6181	RPLP2
H3C8	0.0010464210994334702	8355	H3C8
FBXW11	0.0019625276723739668	23291	FBXW11
GALNT7	0.002043211211306775	51809	GALNT7
NPIPB3	0.001189910345841218	23117	NPIPB3
HRH1	0.002881638331406877	3269	HRH1
PCDHA6	0.0025976864141852843	56142	PCDHA6
NANS	0.001293547425696593	54187	NANS
EFHC1	0.0011874874716588158	114327	EFHC1
TLCD4	0.00193673064532522	148534	TLCD4
ANKRD23	0.0014689185722975774	200539	ANKRD23
ZNF12	0.0017450862596069497	7559	ZNF12
VCAM1	0.004841035818936306	7412	VCAM1
PARP10	0.003461533625481328	84875	PARP10
PFN3	4.127870581854181e-05	345456	PFN3
C7orf50	0.0020115767727316384	84310	C7orf50
PDK1	0.003818867747338394	5163	PDK1
NPC1	0.0029331779782928715	4864	NPC1
ABCB7	0.0015316116466984695	22	ABCB7
NUDCD3	0.0020303986986939995	23386	NUDCD3
TRMT2B	0.0015039625173968343	79979	TRMT2B
MAGEA3	0.013901083843018996	4102	MAGEA3
STAB1	0.0011942951516769025	23166	STAB1
PDE6B	0.00528916915223262	5158	PDE6B
SNX2	0.002715709670775394	6643	SNX2
SLC25A47	0.0003543497991795481	283600	SLC25A47
TRIM73	0.004193522020357248	375593	TRIM73
FOCAD	0.0011115815544143588	54914	FOCAD
RAPGEF3	0.0015083294579671725	10411	RAPGEF3
LRRC69	0.0009182908281657621	100130742	LRRC69
CACUL1	0.0006203080567413242	143384	CACUL1
KCNC4	0.0019899139098414945	3749	KCNC4
PDGFA	0.0046758253935009295	5154	PDGFA
AJM1	0.0006861761643144289	389813	AJM1
RNF14	0.0007714308131318228	9604	RNF14
OR2AK2	3.772619505072579e-05	391191	OR2AK2
FAM20B	0.0014452309467495189	9917	FAM20B
MPP3	0.00418093668494481	4356	MPP3
MLC1	0.0038822787243453414	23209	MLC1
UBXN11	0.001308949850020895	91544	UBXN11
PRY2	6.71667646860352e-05	442862	PRY2
H2BC21	0.0035136543878012123	8349	H2BC21
NDUFA1	0.0024358829669794127	4694	NDUFA1
NEK1	0.001816007511896924	4750	NEK1
EPG5	0.0016638099952140067	57724	EPG5
FBXO36	0.001983451504747587	130888	FBXO36
MESP1	0.0043045082060175575	55897	MESP1
FBXL3	0.004266480948031857	26224	FBXL3
ATF4	0.002360314637357349	468	ATF4
FPR2	0.0004680995472181693	2358	FPR2
RPL10L	0.00048227503430586365	140801	RPL10L
SUGCT	0.005028494919663246	79783	SUGCT
MACIR	0.004615632067124817	90355	MACIR
CST6	0.0033988271821463615	1474	CST6
MATK	0.002816547247659476	4145	MATK
SERTAD1	0.004203461878398544	29950	SERTAD1
MUSTN1	0.0028783810756887575	389125	MUSTN1
WBP1L	0.0022074551664839808	54838	WBP1L
CCN5	0.0009522812656784475	8839	CCN5
ARID5B	0.002122835915327727	84159	ARID5B
CTAGE15	0.00045269718646232307	441294	CTAGE15
FCRL6	0.00016246454906946505	343413	FCRL6
